"","iid","gender","attr_o","intel_o","sinc_o","fun_o","amb_o","dec_o","race_o","race","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"36",4,0,6,7,6,7,8,1,2,2,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8
"37",4,0,7,3,6,5,6,1,2,2,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8
"38",4,0,6,8,7,6,6,0,2,2,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8
"39",4,0,7,7,7,10,9,1,2,2,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8
"40",4,0,7,8,8,7,8,0,2,2,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8
"41",5,0,6,8,8,8,7,0,2,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"42",5,0,6,10,7,7,6,0,2,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"43",5,0,10,10,10,10,10,1,4,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"44",5,0,6,6,8,8,10,1,2,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"45",5,0,5,9,9,7,9,0,3,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"46",5,0,5,7,8,7,7,0,2,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"47",5,0,2,4,3,4,5,0,2,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"48",5,0,5,6,5,5,5,0,2,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"49",5,0,5,9,9,9,9,1,2,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"50",5,0,3,7,10,7,10,0,2,2,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"51",6,0,7,8,9,9,8,0,2,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"52",6,0,6,10,8,6,7,0,2,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"53",6,0,10,10,10,10,10,1,4,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"54",6,0,6,8,8,7,9,1,2,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"55",6,0,9,9,7,7,9,1,3,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"56",6,0,6,8,6,8,8,1,2,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"57",6,0,5,8,6,4,5,0,2,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"58",6,0,6,8,7,7,8,0,2,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"59",6,0,6,7,7,6,6,1,2,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"60",6,0,7,10,10,6,10,0,2,4,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"61",7,0,7,8,8,8,7,0,2,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"62",7,0,7,10,9,6,6,1,2,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"63",7,0,10,10,10,10,10,1,4,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"64",7,0,8,9,8,8,9,1,2,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"65",7,0,8,9,7,6,9,1,3,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"66",7,0,8,8,8,6,6,1,2,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"67",7,0,7,5,6,4,4,0,2,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"68",7,0,8,6,7,7,7,1,2,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"69",7,0,9,9,7,9,9,1,2,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"70",7,0,7,8,6,6,8,0,2,4,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"71",8,0,8,6,7,6,6,0,2,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"72",8,0,8,10,8,7,6,1,2,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"73",8,0,10,10,10,10,10,1,4,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"74",8,0,8,8,8,8,8,1,2,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"75",8,0,9,8,9,9,NA,1,3,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"76",8,0,8,7,7,7,8,1,2,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"77",8,0,6,7,4,5,6,0,2,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"78",8,0,9,8,8,8,7,1,2,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"79",8,0,8,8,7,10,8,1,2,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"80",8,0,8,9,10,9,8,1,2,2,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6
"81",9,0,6,7,8,8,7,0,2,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"82",9,0,8,10,8,7,6,1,2,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"83",9,0,10,10,10,10,10,1,4,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"84",9,0,7,7,8,8,8,1,2,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"85",9,0,7,8,9,9,7,1,3,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"86",9,0,6,7,6,8,7,1,2,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"87",9,0,8,7,6,8,6,1,2,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"88",9,0,7,7,7,7,6,0,2,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"89",9,0,6,6,6,7,6,1,2,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"90",9,0,5,6,6,6,6,0,2,6,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"91",10,0,7,7,8,8,6,0,2,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"92",10,0,1,1,1,1,1,0,2,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"93",10,0,10,10,10,10,10,1,4,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"94",10,0,7,7,8,9,8,1,2,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"95",10,0,6,9,9,7,8,1,3,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"96",10,0,NA,7,8,7,7,0,2,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"97",10,0,7,4,7,3,4,0,2,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"98",10,0,6,6,6,6,6,0,2,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"99",10,0,7,7,7,7,6,1,2,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"100",10,0,6,6,6,6,6,0,2,2,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7
"101",11,1,6,7,9,7,6,1,4,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"102",11,1,5,8,7,4,6,0,2,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"103",11,1,7,10,9,7,8,0,2,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"104",11,1,4,8,10,5,8,0,2,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"105",11,1,5,8,8,2,2,0,2,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"106",11,1,6,7,9,6,7,1,4,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"107",11,1,4,8,8,5,7,0,4,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"108",11,1,5,7,8,4,7,1,2,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"109",11,1,8,9,10,8,7,1,6,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"110",11,1,6,10,10,6,6,0,2,2,2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1
"111",12,1,7,7,8,8,5,1,4,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"112",12,1,8,6,5,6,9,0,2,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"113",12,1,9,9,7,8,9,0,2,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"114",12,1,8,8,7,10,7,0,2,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"115",12,1,8,6,6,5,5,0,2,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"116",12,1,6,9,9,6,8,1,4,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"117",12,1,6,8,6,4,9,0,4,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"118",12,1,8,7,7,9,6,1,2,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"119",12,1,10,10,10,10,10,1,6,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"120",12,1,1,1,1,1,1,0,2,2,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5
"121",13,1,5,9,8,8,5,1,4,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"122",13,1,5,9,8,6,3,0,2,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"123",13,1,7,9,9,7,9,0,2,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"124",13,1,4,8,7,8,6,0,2,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"125",13,1,4,8,6,8,6,0,2,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"126",13,1,4,9,7,4,3,0,4,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"127",13,1,3,8,6,7,8,0,4,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"128",13,1,5,8,8,6,7,1,2,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"129",13,1,5,10,10,6,6,1,6,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"130",13,1,6,10,10,10,6,1,2,4,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1
"131",14,1,7,8,6,7,6,1,4,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"132",14,1,7,7,9,6,5,1,2,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"133",14,1,9,9,7,7,9,0,2,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"134",14,1,8,7,10,10,7,1,2,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"135",14,1,8,5,5,7,7,1,2,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"136",14,1,8,7,6,8,2,1,4,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"137",14,1,7,8,8,7,7,1,4,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"138",14,1,8,5,6,6,6,1,2,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"139",14,1,10,8,9,8,7,1,6,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"140",14,1,10,10,10,10,10,0,2,2,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1
"141",15,1,5,7,6,7,6,1,4,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"142",15,1,6,7,8,9,7,0,2,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"143",15,1,9,10,10,10,10,0,2,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"144",15,1,6,8,9,9,8,0,2,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"145",15,1,6,7,7,5,4,0,2,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"146",15,1,5,8,4,8,4,0,4,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"147",15,1,4,7,7,4,8,0,4,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"148",15,1,6,8,8,5,6,1,2,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"149",15,1,5,8,10,8,5,1,6,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"150",15,1,5,7,7,7,7,0,2,3,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1
"151",16,1,4,7,9,4,6,0,4,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"152",16,1,8,8,7,3,6,0,2,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"153",16,1,8,10,10,7,9,0,2,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"154",16,1,5,8,10,4,8,0,2,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"155",16,1,5,7,6,5,7,1,2,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"156",16,1,3,6,7,1,1,0,4,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"157",16,1,4,7,8,4,5,0,4,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"158",16,1,6,8,8,5,6,1,2,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"159",16,1,8,9,9,7,6,1,6,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"160",16,1,5,6,10,4,6,0,2,2,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1
"161",17,1,7,7,6,4,6,1,4,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"162",17,1,7,9,5,6,7,1,2,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"163",17,1,8,10,9,7,7,0,2,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"164",17,1,7,10,10,7,10,0,2,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"165",17,1,6,8,6,5,5,1,2,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"166",17,1,8,8,8,8,3,1,4,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"167",17,1,7,8,7,7,7,1,4,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"168",17,1,6,8,7,5,7,1,2,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"169",17,1,6,9,8,6,6,1,6,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"170",17,1,5,8,10,6,9,1,2,2,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2
"171",18,1,4,7,9,6,5,0,4,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"172",18,1,5,7,8,5,9,0,2,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"173",18,1,7,9,9,8,9,0,2,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"174",18,1,5,9,9,5,9,0,2,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"175",18,1,5,7,5,6,7,1,2,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"176",18,1,4,9,8,2,8,0,4,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"177",18,1,5,8,7,5,9,0,4,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"178",18,1,5,7,6,4,5,1,2,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"179",18,1,6,8,7,7,9,1,6,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"180",18,1,5,6,6,4,5,0,2,2,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1
"181",19,1,7,8,6,9,8,1,4,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"182",19,1,7,8,6,9,4,1,2,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"183",19,1,9,9,9,9,9,0,2,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"184",19,1,9,10,8,10,7,1,2,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"185",19,1,7,7,5,8,7,1,2,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"186",19,1,7,8,6,8,6,1,4,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"187",19,1,6,8,6,8,8,1,4,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"188",19,1,8,5,8,9,8,1,2,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"189",19,1,8,5,5,6,5,1,6,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"190",19,1,9,9,9,9,9,1,2,2,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10
"191",20,1,5,6,6,8,10,1,4,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"192",20,1,6,8,7,7,9,1,2,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"193",20,1,8,9,7,7,9,0,2,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"194",20,1,8,10,9,10,8,1,2,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"195",20,1,9,7,6,9,6,1,2,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"196",20,1,8,9,9,9,10,1,4,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"197",20,1,8,7,6,7,8,1,4,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"198",20,1,7,8,6,7,9,1,2,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"199",20,1,7,7,8,8,7,1,6,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"200",20,1,9,8,9,10,8,1,2,2,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10
"201",21,0,3,10,10,6,4,0,4,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"202",21,0,5,5,5,5,5,0,4,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"203",21,0,3,9,10,5,9,0,4,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"204",21,0,4,6,5,4,6,0,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"205",21,0,6,8,7,6,7,1,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"206",21,0,7,8,8,7,9,1,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"207",21,0,6,10,7,8,9,0,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"208",21,0,9,6,5,5,5,1,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"209",21,0,3,5,8,5,8,0,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"210",21,0,6,8,7,4,6,0,4,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"211",21,0,5,8,8,NA,NA,0,1,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"212",21,0,2,8,8,3,2,0,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"213",21,0,6,8,6,6,7,0,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"214",21,0,6,8,8,7,7,0,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"215",21,0,5,7,7,7,7,0,2,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"216",21,0,5,10,8,7,9,0,1,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"217",22,0,4,8,10,8,6,0,4,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"218",22,0,5,5,5,5,5,0,4,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"219",22,0,3,8,6,5,5,0,4,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"220",22,0,4,5,5,3,5,0,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"221",22,0,6,6,7,6,8,1,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"222",22,0,7,7,7,5,6,1,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"223",22,0,5,5,8,5,6,0,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"224",22,0,NA,6,5,5,6,1,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"225",22,0,4,6,6,5,NA,0,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"226",22,0,7,7,8,7,7,0,4,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"227",22,0,6,7,8,6,NA,0,1,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"228",22,0,2,3,2,2,2,0,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"229",22,0,4,7,6,6,5,0,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"230",22,0,6,8,8,7,8,0,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"231",22,0,4,7,7,6,6,0,2,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
"232",22,0,5,9,8,7,10,0,1,1,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8
